Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
46,47,5,5,41,42,4,Train/35/00035_00019_00024.png
50,51,6,6,45,46,4,Train/35/00035_00019_00025.png
53,53,6,5,48,48,4,Train/35/00035_00019_00026.png
56,57,5,6,51,52,4,Train/35/00035_00019_00027.png
57,60,5,6,52,55,4,Train/35/00035_00019_00028.png
62,65,6,6,57,60,4,Train/35/00035_00019_00029.png
29,30,5,6,24,25,4,Train/35/00035_00020_00000.png
30,29,6,5,25,24,4,Train/35/00035_00020_00001.png
30,30,6,6,25,25,4,Train/35/00035_00020_00002.png
32,31,6,5,27,26,4,Train/35/00035_00020_00003.png
31,32,5,6,26,27,4,Train/35/00035_00020_00004.png
32,33,5,6,27,28,4,Train/35/00035_00020_00005.png
33,34,5,6,28,29,4,Train/35/00035_00020_00006.png
34,34,6,6,29,29,4,Train/35/00035_00020_00007.png
33,33,5,5,28,28,4,Train/35/00035_00020_00008.png
34,34,5,5,29,29,4,Train/35/00035_00020_00009.png
35,36,5,6,30,31,4,Train/35/00035_00020_00010.png
36,36,5,5,31,31,4,Train/35/00035_00020_00011.png
39,39,6,6,34,34,4,Train/35/00035_00020_00012.png
39,38,6,5,34,33,4,Train/35/00035_00020_00013.png
39,40,5,6,34,35,4,Train/35/00035_00020_00014.png
41,41,5,5,36,36,4,Train/35/00035_00020_00015.png
42,43,5,6,37,38,4,Train/35/00035_00020_00016.png
43,43,5,5,38,38,4,Train/35/00035_00020_00017.png
45,46,5,6,40,41,4,Train/35/00035_00020_00018.png
47,47,5,5,42,42,4,Train/35/00035_00020_00019.png
48,48,5,5,43,43,4,Train/35/00035_00020_00020.png
51,50,6,5,46,45,4,Train/35/00035_00020_00021.png
53,52,6,5,48,47,4,Train/35/00035_00020_00022.png
55,55,6,6,50,50,4,Train/35/00035_00020_00023.png
58,57,6,5,53,52,4,Train/35/00035_00020_00024.png
59,60,5,6,54,55,4,Train/35/00035_00020_00025.png
62,62,5,5,57,57,4,Train/35/00035_00020_00026.png
70,70,6,6,64,64,4,Train/35/00035_00020_00027.png
73,72,7,6,67,66,4,Train/35/00035_00020_00028.png
81,81,8,8,74,74,4,Train/35/00035_00020_00029.png
26,27,5,5,21,22,4,Train/35/00035_00021_00000.png
28,28,6,5,23,23,4,Train/35/00035_00021_00001.png
28,28,6,5,23,23,4,Train/35/00035_00021_00002.png
30,30,6,6,25,25,4,Train/35/00035_00021_00003.png
30,29,6,5,25,24,4,Train/35/00035_00021_00004.png
32,33,6,6,27,28,4,Train/35/00035_00021_00005.png
32,32,6,5,27,27,4,Train/35/00035_00021_00006.png
32,33,6,6,27,28,4,Train/35/00035_00021_00007.png
32,33,6,6,27,28,4,Train/35/00035_00021_00008.png
32,33,6,6,27,28,4,Train/35/00035_00021_00009.png
31,32,5,5,26,27,4,Train/35/00035_00021_00010.png
33,33,6,5,28,28,4,Train/35/00035_00021_00011.png
33,35,5,6,28,30,4,Train/35/00035_00021_00012.png
36,37,6,6,31,32,4,Train/35/00035_00021_00013.png
36,38,5,6,31,33,4,Train/35/00035_00021_00014.png
36,38,5,6,31,33,4,Train/35/00035_00021_00015.png
38,39,5,6,33,34,4,Train/35/00035_00021_00016.png
40,40,5,5,35,35,4,Train/35/00035_00021_00017.png
42,43,5,6,37,38,4,Train/35/00035_00021_00018.png
44,44,5,5,39,39,4,Train/35/00035_00021_00019.png
48,48,6,6,43,43,4,Train/35/00035_00021_00020.png
51,50,6,5,46,45,4,Train/35/00035_00021_00021.png
52,52,5,5,47,47,4,Train/35/00035_00021_00022.png
58,59,5,6,53,54,4,Train/35/00035_00021_00023.png
64,65,5,6,59,60,4,Train/35/00035_00021_00024.png
74,74,6,7,68,68,4,Train/35/00035_00021_00025.png
83,82,8,8,76,75,4,Train/35/00035_00021_00026.png
96,94,8,8,88,86,4,Train/35/00035_00021_00027.png
123,119,11,11,113,109,4,Train/35/00035_00021_00028.png
152,146,14,13,139,134,4,Train/35/00035_00021_00029.png
37,37,5,5,32,32,4,Train/35/00035_00022_00000.png
38,39,5,6,33,34,4,Train/35/00035_00022_00001.png
39,39,5,5,34,34,4,Train/35/00035_00022_00002.png
37,37,5,5,32,32,4,Train/35/00035_00022_00003.png
38,39,5,6,33,34,4,Train/35/00035_00022_00004.png
40,41,5,6,35,36,4,Train/35/00035_00022_00005.png
40,39,6,5,35,34,4,Train/35/00035_00022_00006.png
40,40,5,5,35,35,4,Train/35/00035_00022_00007.png
39,39,5,5,34,34,4,Train/35/00035_00022_00008.png
40,40,6,6,35,35,4,Train/35/00035_00022_00009.png
42,42,6,6,37,37,4,Train/35/00035_00022_00010.png
42,43,5,6,37,38,4,Train/35/00035_00022_00011.png
45,41,6,5,40,36,4,Train/35/00035_00022_00012.png
45,42,6,6,40,37,4,Train/35/00035_00022_00013.png
45,44,6,6,40,39,4,Train/35/00035_00022_00014.png
45,44,6,6,40,39,4,Train/35/00035_00022_00015.png
44,44,5,6,39,39,4,Train/35/00035_00022_00016.png
47,45,6,6,42,40,4,Train/35/00035_00022_00017.png
47,45,6,6,42,40,4,Train/35/00035_00022_00018.png
49,47,6,6,44,42,4,Train/35/00035_00022_00019.png
49,47,6,6,44,42,4,Train/35/00035_00022_00020.png
49,48,5,6,44,43,4,Train/35/00035_00022_00021.png
49,48,5,6,44,43,4,Train/35/00035_00022_00022.png
49,48,5,6,44,43,4,Train/35/00035_00022_00023.png
49,48,5,6,44,43,4,Train/35/00035_00022_00024.png
50,49,5,6,45,44,4,Train/35/00035_00022_00025.png
51,52,5,6,46,47,4,Train/35/00035_00022_00026.png
52,53,5,6,47,48,4,Train/35/00035_00022_00027.png
53,53,6,6,48,48,4,Train/35/00035_00022_00028.png
54,54,6,6,49,49,4,Train/35/00035_00022_00029.png
29,28,6,5,24,23,4,Train/35/00035_00023_00000.png
29,30,5,6,24,25,4,Train/35/00035_00023_00001.png
30,29,6,5,25,24,4,Train/35/00035_00023_00002.png
30,31,5,6,25,26,4,Train/35/00035_00023_00003.png
30,32,5,6,25,27,4,Train/35/00035_00023_00004.png
32,32,6,5,27,27,4,Train/35/00035_00023_00005.png
33,34,6,6,28,29,4,Train/35/00035_00023_00006.png
32,32,6,5,27,27,4,Train/35/00035_00023_00007.png
34,34,6,6,29,29,4,Train/35/00035_00023_00008.png
35,35,6,6,30,30,4,Train/35/00035_00023_00009.png
36,35,6,5,31,30,4,Train/35/00035_00023_00010.png
36,37,5,6,31,32,4,Train/35/00035_00023_00011.png
37,36,6,5,32,31,4,Train/35/00035_00023_00012.png
35,37,5,6,30,32,4,Train/35/00035_00023_00013.png
38,39,5,5,33,34,4,Train/35/00035_00023_00014.png
40,40,6,5,35,35,4,Train/35/00035_00023_00015.png
44,44,6,6,39,39,4,Train/35/00035_00023_00016.png
44,44,6,6,39,39,4,Train/35/00035_00023_00017.png
45,45,5,5,40,40,4,Train/35/00035_00023_00018.png
47,48,5,6,42,43,4,Train/35/00035_00023_00019.png
50,49,5,5,45,44,4,Train/35/00035_00023_00020.png
53,52,5,6,48,47,4,Train/35/00035_00023_00021.png
56,55,5,5,51,50,4,Train/35/00035_00023_00022.png
61,60,6,6,56,55,4,Train/35/00035_00023_00023.png
65,63,6,5,60,58,4,Train/35/00035_00023_00024.png
72,70,7,6,66,64,4,Train/35/00035_00023_00025.png
79,76,7,7,72,70,4,Train/35/00035_00023_00026.png
92,86,8,8,84,79,4,Train/35/00035_00023_00027.png
103,99,9,9,94,91,4,Train/35/00035_00023_00028.png
125,120,11,10,115,110,4,Train/35/00035_00023_00029.png
31,31,6,5,26,26,4,Train/35/00035_00024_00000.png
29,31,5,5,24,26,4,Train/35/00035_00024_00001.png
30,32,5,5,25,27,4,Train/35/00035_00024_00002.png
31,32,6,5,26,27,4,Train/35/00035_00024_00003.png
33,34,6,5,28,29,4,Train/35/00035_00024_00004.png
32,34,5,5,27,29,4,Train/35/00035_00024_00005.png
34,36,5,6,29,31,4,Train/35/00035_00024_00006.png
34,35,6,6,29,30,4,Train/35/00035_00024_00007.png
33,33,6,5,28,28,4,Train/35/00035_00024_00008.png
35,35,6,5,30,30,4,Train/35/00035_00024_00009.png
33,35,5,5,28,30,4,Train/35/00035_00024_00010.png
34,36,5,5,29,31,4,Train/35/00035_00024_00011.png
36,38,5,5,31,33,4,Train/35/00035_00024_00012.png
38,40,5,5,33,35,4,Train/35/00035_00024_00013.png
37,40,5,6,32,35,4,Train/35/00035_00024_00014.png
36,38,5,5,31,33,4,Train/35/00035_00024_00015.png
38,40,5,5,33,35,4,Train/35/00035_00024_00016.png
39,42,5,6,34,37,4,Train/35/00035_00024_00017.png
40,43,5,6,35,38,4,Train/35/00035_00024_00018.png
42,45,5,5,37,40,4,Train/35/00035_00024_00019.png
43,45,6,6,38,40,4,Train/35/00035_00024_00020.png
44,45,6,5,39,40,4,Train/35/00035_00024_00021.png
46,48,6,6,41,43,4,Train/35/00035_00024_00022.png
45,47,5,5,40,42,4,Train/35/00035_00024_00023.png
47,49,6,6,42,44,4,Train/35/00035_00024_00024.png
47,50,5,5,42,45,4,Train/35/00035_00024_00025.png
50,55,5,6,45,50,4,Train/35/00035_00024_00026.png
53,55,6,6,48,50,4,Train/35/00035_00024_00027.png
55,56,6,6,50,51,4,Train/35/00035_00024_00028.png
59,59,6,5,54,54,4,Train/35/00035_00024_00029.png
30,29,6,5,25,24,4,Train/35/00035_00025_00000.png
31,30,6,5,25,25,4,Train/35/00035_00025_00001.png
32,32,6,5,26,26,4,Train/35/00035_00025_00002.png
32,32,6,5,27,27,4,Train/35/00035_00025_00003.png
33,34,6,6,28,29,4,Train/35/00035_00025_00004.png
32,34,5,6,27,29,4,Train/35/00035_00025_00005.png
33,34,6,5,28,29,4,Train/35/00035_00025_00006.png
33,36,5,6,28,31,4,Train/35/00035_00025_00007.png
36,36,6,6,31,31,4,Train/35/00035_00025_00008.png
35,36,6,6,30,31,4,Train/35/00035_00025_00009.png
36,37,6,6,31,32,4,Train/35/00035_00025_00010.png
38,37,6,5,33,32,4,Train/35/00035_00025_00011.png
38,40,5,6,32,35,4,Train/35/00035_00025_00012.png
40,39,6,5,35,34,4,Train/35/00035_00025_00013.png
41,40,5,5,36,35,4,Train/35/00035_00025_00014.png
43,43,6,6,38,38,4,Train/35/00035_00025_00015.png
44,44,6,5,39,39,4,Train/35/00035_00025_00016.png
46,46,6,6,41,41,4,Train/35/00035_00025_00017.png
48,50,5,6,43,45,4,Train/35/00035_00025_00018.png
50,50,5,5,45,45,4,Train/35/00035_00025_00019.png
54,54,5,5,49,48,4,Train/35/00035_00025_00020.png
58,56,6,5,53,51,4,Train/35/00035_00025_00021.png
61,60,6,6,55,54,4,Train/35/00035_00025_00022.png
63,64,5,6,58,59,4,Train/35/00035_00025_00023.png
70,69,7,6,64,63,4,Train/35/00035_00025_00024.png
74,73,7,6,68,67,4,Train/35/00035_00025_00025.png
83,82,7,7,75,75,4,Train/35/00035_00025_00026.png
88,88,7,7,81,81,4,Train/35/00035_00025_00027.png
98,97,9,8,90,89,4,Train/35/00035_00025_00028.png
116,116,11,11,106,106,4,Train/35/00035_00025_00029.png
27,25,5,5,22,20,4,Train/35/00035_00026_00000.png
29,27,5,5,24,22,4,Train/35/00035_00026_00001.png
29,28,6,5,24,23,4,Train/35/00035_00026_00002.png
31,31,5,5,26,26,4,Train/35/00035_00026_00003.png
33,33,5,5,28,28,4,Train/35/00035_00026_00004.png
34,35,5,6,29,30,4,Train/35/00035_00026_00005.png
35,34,6,5,30,29,4,Train/35/00035_00026_00006.png
36,36,5,5,30,30,4,Train/35/00035_00026_00007.png
37,38,5,6,32,33,4,Train/35/00035_00026_00008.png
38,39,5,6,33,34,4,Train/35/00035_00026_00009.png
39,40,5,6,34,35,4,Train/35/00035_00026_00010.png
40,40,5,5,35,35,4,Train/35/00035_00026_00011.png
41,41,6,6,36,36,4,Train/35/00035_00026_00012.png
41,42,5,6,36,37,4,Train/35/00035_00026_00013.png
42,42,5,5,37,37,4,Train/35/00035_00026_00014.png
44,44,5,5,39,39,4,Train/35/00035_00026_00015.png
45,45,5,5,40,40,4,Train/35/00035_00026_00016.png
46,46,5,5,41,41,4,Train/35/00035_00026_00017.png
49,49,6,6,44,44,4,Train/35/00035_00026_00018.png
52,51,6,5,47,46,4,Train/35/00035_00026_00019.png
52,52,5,5,47,47,4,Train/35/00035_00026_00020.png
57,55,6,5,52,50,4,Train/35/00035_00026_00021.png
64,61,6,6,59,56,4,Train/35/00035_00026_00022.png
72,68,7,6,66,62,4,Train/35/00035_00026_00023.png
80,75,8,7,73,69,4,Train/35/00035_00026_00024.png
85,83,7,8,78,76,4,Train/35/00035_00026_00025.png
87,84,8,7,80,77,4,Train/35/00035_00026_00026.png
104,106,10,10,95,97,4,Train/35/00035_00026_00027.png
117,120,10,11,107,110,4,Train/35/00035_00026_00028.png
130,131,11,11,119,120,4,Train/35/00035_00026_00029.png
25,26,5,5,20,20,4,Train/35/00035_00027_00000.png
28,27,6,5,23,22,4,Train/35/00035_00027_00001.png
29,28,6,6,23,22,4,Train/35/00035_00027_00002.png
30,29,5,5,25,24,4,Train/35/00035_00027_00003.png
30,30,5,6,24,25,4,Train/35/00035_00027_00004.png
31,32,6,6,26,27,4,Train/35/00035_00027_00005.png
32,32,6,5,27,27,4,Train/35/00035_00027_00006.png
32,31,6,5,26,26,4,Train/35/00035_00027_00007.png
33,33,6,6,27,28,4,Train/35/00035_00027_00008.png
33,34,6,6,28,29,4,Train/35/00035_00027_00009.png
35,35,6,5,29,29,4,Train/35/00035_00027_00010.png
36,38,5,6,30,32,4,Train/35/00035_00027_00011.png
38,38,6,6,32,33,4,Train/35/00035_00027_00012.png
38,39,6,6,33,34,4,Train/35/00035_00027_00013.png
38,38,6,6,32,32,4,Train/35/00035_00027_00014.png
38,39,5,6,33,34,4,Train/35/00035_00027_00015.png
39,38,6,5,34,33,4,Train/35/00035_00027_00016.png
41,41,6,5,36,36,4,Train/35/00035_00027_00017.png
40,42,5,5,35,36,4,Train/35/00035_00027_00018.png
42,43,6,6,37,38,4,Train/35/00035_00027_00019.png
43,44,6,6,37,38,4,Train/35/00035_00027_00020.png
43,44,6,6,38,39,4,Train/35/00035_00027_00021.png
43,44,6,6,38,39,4,Train/35/00035_00027_00022.png
42,44,5,6,37,39,4,Train/35/00035_00027_00023.png
42,45,5,6,37,39,4,Train/35/00035_00027_00024.png
43,45,5,5,38,39,4,Train/35/00035_00027_00025.png
44,45,5,5,38,39,4,Train/35/00035_00027_00026.png
45,45,6,5,40,40,4,Train/35/00035_00027_00027.png
46,47,6,6,41,42,4,Train/35/00035_00027_00028.png
48,49,5,5,43,44,4,Train/35/00035_00027_00029.png
25,27,5,6,20,21,4,Train/35/00035_00028_00000.png
27,26,5,5,21,21,4,Train/35/00035_00028_00001.png
28,27,6,5,23,22,4,Train/35/00035_00028_00002.png
28,30,5,6,23,24,4,Train/35/00035_00028_00003.png
29,29,5,5,23,24,4,Train/35/00035_00028_00004.png
30,31,5,5,25,26,4,Train/35/00035_00028_00005.png
30,32,5,5,25,26,4,Train/35/00035_00028_00006.png
31,32,6,6,26,27,4,Train/35/00035_00028_00007.png
32,33,5,5,27,28,4,Train/35/00035_00028_00008.png
33,34,6,5,28,29,4,Train/35/00035_00028_00009.png
35,36,6,6,30,31,4,Train/35/00035_00028_00010.png
34,36,5,6,29,31,4,Train/35/00035_00028_00011.png
36,36,5,5,30,31,4,Train/35/00035_00028_00012.png
38,39,5,5,33,34,4,Train/35/00035_00028_00013.png
39,40,6,6,34,35,4,Train/35/00035_00028_00014.png
41,42,6,6,35,37,4,Train/35/00035_00028_00015.png
43,42,6,5,37,36,4,Train/35/00035_00028_00016.png
42,43,6,5,37,37,4,Train/35/00035_00028_00017.png
43,45,5,6,38,40,4,Train/35/00035_00028_00018.png
45,45,5,5,39,39,4,Train/35/00035_00028_00019.png
47,48,6,5,41,42,4,Train/35/00035_00028_00020.png
48,50,5,6,43,45,4,Train/35/00035_00028_00021.png
49,49,6,5,44,44,4,Train/35/00035_00028_00022.png
51,52,6,6,46,47,4,Train/35/00035_00028_00023.png
52,53,5,6,47,48,4,Train/35/00035_00028_00024.png
55,53,5,5,50,48,4,Train/35/00035_00028_00025.png
57,56,6,6,52,51,4,Train/35/00035_00028_00026.png
57,58,5,6,52,53,4,Train/35/00035_00028_00027.png
56,57,5,6,51,52,4,Train/35/00035_00028_00028.png
58,59,5,6,53,54,4,Train/35/00035_00028_00029.png
39,40,5,6,34,35,4,Train/35/00035_00029_00000.png
40,40,5,6,34,34,4,Train/35/00035_00029_00001.png
41,40,6,6,35,34,4,Train/35/00035_00029_00002.png
40,38,5,5,34,33,4,Train/35/00035_00029_00003.png
41,38,6,5,36,33,4,Train/35/00035_00029_00004.png
40,39,5,5,35,34,4,Train/35/00035_00029_00005.png
42,41,6,6,36,35,4,Train/35/00035_00029_00006.png
42,41,5,6,36,36,4,Train/35/00035_00029_00007.png
43,43,6,6,38,37,4,Train/35/00035_00029_00008.png
43,44,5,6,38,38,4,Train/35/00035_00029_00009.png
45,43,6,5,40,38,4,Train/35/00035_00029_00010.png
46,43,6,5,40,38,4,Train/35/00035_00029_00011.png
45,44,5,5,40,39,4,Train/35/00035_00029_00012.png
47,46,6,5,42,41,4,Train/35/00035_00029_00013.png
46,48,5,6,41,43,4,Train/35/00035_00029_00014.png
47,49,6,6,42,43,4,Train/35/00035_00029_00015.png
47,50,5,6,42,44,4,Train/35/00035_00029_00016.png
49,49,6,5,44,44,4,Train/35/00035_00029_00017.png
49,51,5,5,44,46,4,Train/35/00035_00029_00018.png
50,53,5,6,45,48,4,Train/35/00035_00029_00019.png
51,53,5,5,45,47,4,Train/35/00035_00029_00020.png
52,53,6,5,47,48,4,Train/35/00035_00029_00021.png
52,54,5,5,47,49,4,Train/35/00035_00029_00022.png
54,56,6,5,49,51,4,Train/35/00035_00029_00023.png
55,58,6,6,50,53,4,Train/35/00035_00029_00024.png
56,59,6,6,51,53,4,Train/35/00035_00029_00025.png
57,60,6,6,52,54,4,Train/35/00035_00029_00026.png
58,59,6,5,53,54,4,Train/35/00035_00029_00027.png
61,61,6,5,56,56,4,Train/35/00035_00029_00028.png
63,63,6,6,58,58,4,Train/35/00035_00029_00029.png
26,26,5,6,20,21,4,Train/35/00035_00030_00000.png
26,26,6,6,21,21,4,Train/35/00035_00030_00001.png
26,27,5,6,21,22,4,Train/35/00035_00030_00002.png
28,28,5,5,22,22,4,Train/35/00035_00030_00003.png
28,29,5,6,23,24,4,Train/35/00035_00030_00004.png
26,28,5,6,21,23,4,Train/35/00035_00030_00005.png
28,29,6,6,23,24,4,Train/35/00035_00030_00006.png
27,30,5,6,22,24,4,Train/35/00035_00030_00007.png
30,30,6,6,24,25,4,Train/35/00035_00030_00008.png
30,31,6,6,25,26,4,Train/35/00035_00030_00009.png
30,32,5,6,25,27,4,Train/35/00035_00030_00010.png
31,32,5,6,26,27,4,Train/35/00035_00030_00011.png
32,33,5,5,27,27,4,Train/35/00035_00030_00012.png
35,33,6,5,29,28,4,Train/35/00035_00030_00013.png
35,34,6,5,30,29,4,Train/35/00035_00030_00014.png
35,35,5,5,30,29,4,Train/35/00035_00030_00015.png
38,38,5,6,33,33,4,Train/35/00035_00030_00016.png
39,38,5,5,34,33,4,Train/35/00035_00030_00017.png
41,40,5,6,36,35,4,Train/35/00035_00030_00018.png
45,42,6,6,39,37,4,Train/35/00035_00030_00019.png
46,45,5,6,41,40,4,Train/35/00035_00030_00020.png
50,48,6,6,44,42,4,Train/35/00035_00030_00021.png
52,49,5,5,47,44,4,Train/35/00035_00030_00022.png
54,52,5,6,49,47,4,Train/35/00035_00030_00023.png
58,53,6,5,52,48,4,Train/35/00035_00030_00024.png
61,57,6,6,56,52,4,Train/35/00035_00030_00025.png
69,61,6,5,62,56,4,Train/35/00035_00030_00026.png
73,67,7,6,67,61,4,Train/35/00035_00030_00027.png
76,73,6,7,70,67,4,Train/35/00035_00030_00028.png
83,76,7,6,76,70,4,Train/35/00035_00030_00029.png
26,26,5,6,20,21,4,Train/35/00035_00031_00000.png
28,26,6,5,23,21,4,Train/35/00035_00031_00001.png
27,26,5,5,21,21,4,Train/35/00035_00031_00002.png
27,27,5,5,22,21,4,Train/35/00035_00031_00003.png
27,29,5,6,22,24,4,Train/35/00035_00031_00004.png
27,29,5,6,22,24,4,Train/35/00035_00031_00005.png
29,29,6,6,24,24,4,Train/35/00035_00031_00006.png
29,29,6,6,24,24,4,Train/35/00035_00031_00007.png
28,28,5,5,23,23,4,Train/35/00035_00031_00008.png
30,29,6,5,25,24,4,Train/35/00035_00031_00009.png
32,31,6,6,26,26,4,Train/35/00035_00031_00010.png
32,33,5,6,26,27,4,Train/35/00035_00031_00011.png
32,33,5,6,27,28,4,Train/35/00035_00031_00012.png
33,34,5,6,27,29,4,Train/35/00035_00031_00013.png
35,35,6,6,29,30,4,Train/35/00035_00031_00014.png
34,36,5,6,29,31,4,Train/35/00035_00031_00015.png
35,37,5,6,30,32,4,Train/35/00035_00031_00016.png
36,37,6,6,31,32,4,Train/35/00035_00031_00017.png
36,37,6,5,31,31,4,Train/35/00035_00031_00018.png
37,38,5,5,32,33,4,Train/35/00035_00031_00019.png
39,41,5,6,34,36,4,Train/35/00035_00031_00020.png
41,43,6,6,35,37,4,Train/35/00035_00031_00021.png
41,44,5,6,36,39,4,Train/35/00035_00031_00022.png
43,47,5,6,38,42,4,Train/35/00035_00031_00023.png
47,49,6,5,41,43,4,Train/35/00035_00031_00024.png
48,51,6,6,43,46,4,Train/35/00035_00031_00025.png
50,53,6,6,45,48,4,Train/35/00035_00031_00026.png
52,56,5,5,47,50,4,Train/35/00035_00031_00027.png
56,60,5,6,51,55,4,Train/35/00035_00031_00028.png
60,64,5,6,54,58,4,Train/35/00035_00031_00029.png
27,28,5,6,22,23,4,Train/35/00035_00032_00000.png
28,27,6,5,23,22,4,Train/35/00035_00032_00001.png
29,28,6,5,24,23,4,Train/35/00035_00032_00002.png
28,29,5,6,23,24,4,Train/35/00035_00032_00003.png
29,29,6,6,24,24,4,Train/35/00035_00032_00004.png
29,30,5,6,24,25,4,Train/35/00035_00032_00005.png
31,30,6,6,25,25,4,Train/35/00035_00032_00006.png
30,31,5,6,25,26,4,Train/35/00035_00032_00007.png
32,31,6,5,26,25,4,Train/35/00035_00032_00008.png
32,33,5,6,27,28,4,Train/35/00035_00032_00009.png
32,33,5,5,27,27,4,Train/35/00035_00032_00010.png
34,35,5,6,29,30,4,Train/35/00035_00032_00011.png
37,37,6,6,32,32,4,Train/35/00035_00032_00012.png
38,37,6,5,32,31,4,Train/35/00035_00032_00013.png
38,38,5,5,32,32,4,Train/35/00035_00032_00014.png
39,38,6,5,33,32,4,Train/35/00035_00032_00015.png
40,39,6,5,34,33,4,Train/35/00035_00032_00016.png
40,41,5,6,35,36,4,Train/35/00035_00032_00017.png
41,41,5,5,36,36,4,Train/35/00035_00032_00018.png
44,44,6,6,39,39,4,Train/35/00035_00032_00019.png
46,46,6,5,41,41,4,Train/35/00035_00032_00020.png
47,47,6,5,42,42,4,Train/35/00035_00032_00021.png
47,49,5,6,42,44,4,Train/35/00035_00032_00022.png
51,52,6,6,46,47,4,Train/35/00035_00032_00023.png
52,54,5,6,47,49,4,Train/35/00035_00032_00024.png
54,55,6,6,49,50,4,Train/35/00035_00032_00025.png
57,58,6,5,52,53,4,Train/35/00035_00032_00026.png
59,62,6,5,54,57,4,Train/35/00035_00032_00027.png
63,69,6,7,58,63,4,Train/35/00035_00032_00028.png
68,72,7,6,62,66,4,Train/35/00035_00032_00029.png
27,27,6,5,22,22,4,Train/35/00035_00033_00000.png
27,28,6,5,22,22,4,Train/35/00035_00033_00001.png
28,28,6,5,23,23,4,Train/35/00035_00033_00002.png
28,28,6,5,23,23,4,Train/35/00035_00033_00003.png
28,29,5,6,22,24,4,Train/35/00035_00033_00004.png
28,29,5,5,23,24,4,Train/35/00035_00033_00005.png
29,31,5,6,23,25,4,Train/35/00035_00033_00006.png
29,31,5,5,24,25,4,Train/35/00035_00033_00007.png
32,33,6,5,27,27,4,Train/35/00035_00033_00008.png
32,33,5,5,27,28,4,Train/35/00035_00033_00009.png
34,33,6,5,29,28,4,Train/35/00035_00033_00010.png
34,35,5,5,29,30,4,Train/35/00035_00033_00011.png
37,39,5,6,32,34,4,Train/35/00035_00033_00012.png
39,40,5,6,33,35,4,Train/35/00035_00033_00013.png
41,42,6,5,35,36,4,Train/35/00035_00033_00014.png
42,45,5,6,37,40,4,Train/35/00035_00033_00015.png
44,46,5,5,39,41,4,Train/35/00035_00033_00016.png
46,48,5,5,41,43,4,Train/35/00035_00033_00017.png
48,50,6,6,43,45,4,Train/35/00035_00033_00018.png
49,52,6,6,44,46,4,Train/35/00035_00033_00019.png
51,53,5,5,45,48,4,Train/35/00035_00033_00020.png
54,58,5,6,49,53,4,Train/35/00035_00033_00021.png
60,63,6,6,55,58,4,Train/35/00035_00033_00022.png
65,70,6,7,60,64,4,Train/35/00035_00033_00023.png
70,72,7,7,64,66,4,Train/35/00035_00033_00024.png
74,73,6,6,68,67,4,Train/35/00035_00033_00025.png
84,83,8,8,77,76,4,Train/35/00035_00033_00026.png
90,88,8,8,82,81,4,Train/35/00035_00033_00027.png
104,101,9,9,94,93,4,Train/35/00035_00033_00028.png
117,116,11,10,107,106,4,Train/35/00035_00033_00029.png
32,35,6,6,27,30,4,Train/35/00035_00034_00000.png
33,35,6,5,27,29,4,Train/35/00035_00034_00001.png
33,35,6,5,27,29,4,Train/35/00035_00034_00002.png
32,36,5,6,27,31,4,Train/35/00035_00034_00003.png
33,36,6,6,28,31,4,Train/35/00035_00034_00004.png
33,36,6,6,28,31,4,Train/35/00035_00034_00005.png
34,36,6,6,29,31,4,Train/35/00035_00034_00006.png
34,35,6,5,29,30,4,Train/35/00035_00034_00007.png
35,38,6,6,30,32,4,Train/35/00035_00034_00008.png
35,38,6,5,30,32,4,Train/35/00035_00034_00009.png
37,39,6,6,31,34,4,Train/35/00035_00034_00010.png
37,39,6,5,31,33,4,Train/35/00035_00034_00011.png
37,39,6,5,32,34,4,Train/35/00035_00034_00012.png
37,40,5,6,31,35,4,Train/35/00035_00034_00013.png
38,40,6,6,33,35,4,Train/35/00035_00034_00014.png
37,39,5,5,32,34,4,Train/35/00035_00034_00015.png
37,40,5,6,32,35,4,Train/35/00035_00034_00016.png
39,40,6,5,33,35,4,Train/35/00035_00034_00017.png
39,41,6,5,34,36,4,Train/35/00035_00034_00018.png
38,43,5,6,33,38,4,Train/35/00035_00034_00019.png
39,43,6,5,34,37,4,Train/35/00035_00034_00020.png
39,44,6,6,34,39,4,Train/35/00035_00034_00021.png
39,44,6,5,34,39,4,Train/35/00035_00034_00022.png
39,46,5,6,33,40,4,Train/35/00035_00034_00023.png
41,46,6,5,35,40,4,Train/35/00035_00034_00024.png
41,46,5,5,35,41,4,Train/35/00035_00034_00025.png
42,48,6,5,37,42,4,Train/35/00035_00034_00026.png
41,48,5,5,36,43,4,Train/35/00035_00034_00027.png
42,50,5,6,36,45,4,Train/35/00035_00034_00028.png
42,52,5,6,37,46,4,Train/35/00035_00034_00029.png
26,25,5,5,21,20,4,Train/35/00035_00035_00000.png
27,26,5,5,21,20,4,Train/35/00035_00035_00001.png
28,27,5,5,22,21,4,Train/35/00035_00035_00002.png
29,29,5,6,23,23,4,Train/35/00035_00035_00003.png
30,30,6,6,25,24,4,Train/35/00035_00035_00004.png
31,29,6,5,26,24,4,Train/35/00035_00035_00005.png
32,31,6,6,27,26,4,Train/35/00035_00035_00006.png
33,31,6,5,27,25,4,Train/35/00035_00035_00007.png
33,32,5,5,27,26,4,Train/35/00035_00035_00008.png
